XMDTENT,XMDTSITE,XMDTDOCNO,XMDTDOCDT,XMDT004,XMDT002,XMDT003,XMDTSTUS,XMDT015
3,JINPAO,JP2106-20221001001,2022-10-01 00:00:00,A020,510043,MKTS2,Y,2022-09-24 00:00:00
3,JINPAO,JP2104-20221123001,2022-11-23 00:00:00,F021,620070,MKTS2,Y,2022-11-23 00:00:00
3,JINPAO,JP2105-20230215001,2023-02-15 00:00:00,D003,490020,MKTS3,Y,2023-02-15 00:00:00
3,JINPAO,JP2105-20230428003,2023-04-28 00:00:00,D029,610346,MKTS3,Y,2023-04-28 00:00:00
3,JINPAO,JP2106-20231211001,2023-12-11 00:00:00,A011,580128,MKTS2,Y,2023-12-11 00:00:00
3,JINPAO,JP2101-20231221001,2023-12-21 00:00:00,T021,560146,MKTS5,Y,2023-12-21 00:00:00
3,JINPAO,JP2101-20241005002,2024-10-05 00:00:00,S063,650717,MKTS5,Y,2024-10-05 00:00:00
3,JINPAO,JP2101-20241111002,2024-11-11 00:00:00,S093,560146,MKTS5,Y,2024-11-11 00:00:00
3,JINPAO,JP2106-20241219001,2024-12-19 00:00:00,A011,580128,MKTS2,Y,2024-12-19 00:00:00
3,JINPAO,JP2105-20180518003,2018-05-18 00:00:00,J011,550025,MKTS4,Y,2018-05-18 00:00:00
3,JINPAO,JP2106-20180222004,2018-02-22 00:00:00,S031,510017,MKTS1,Y,2018-02-22 00:00:00
3,JINPAO,JP2106-20180222005,2018-02-22 00:00:00,S031,510017,MKTS1,Y,2018-02-22 00:00:00
3,JINPAO,JP2105-20180303001,2018-03-03 00:00:00,J011,550025,MKTS4,Y,2018-03-03 00:00:00
3,JINPAO,JP2109-20180627001,2018-06-27 00:00:00,Y007,510028,MKTS2,Y,2018-06-27 00:00:00
3,JINPAO,JP2105-20190911002,2019-09-11 00:00:00,L003,580070,MKTS2,Y,2019-09-11 00:00:00
3,JINPAO,JP2106-20230406003,2023-04-06 00:00:00,A011,580128,MKTS2,Y,2023-04-06 00:00:00
3,JINPAO,JP2106-20231103003,2023-11-03 00:00:00,V008,510017,MKTS1,Y,2023-11-03 00:00:00
3,JINPAO,JP2105-20240524002,2024-05-24 00:00:00,S008,510028,MKTS2,Y,2024-05-24 00:00:00
3,JINPAO,JP2105-20240828005,2024-08-28 00:00:00,I005,550025,MKTS4,Y,2024-08-28 00:00:00
3,JINPAO,JP2105-20241003001,2024-10-03 00:00:00,C014,510043,MKTS2,Y,2024-10-03 00:00:00
3,JINPAO,JP2101-20241206001,2024-12-06 00:00:00,A033,650114,MKTS5,Y,2024-12-06 00:00:00
3,JINPAO,JP2101-20250109001,2025-01-09 00:00:00,S067,560146,MKTS5,Y,2025-01-09 00:00:00
3,JINPAO,JP2101-20250303001,2025-03-03 00:00:00,A033,650114,MKTS5,Y,2025-03-03 00:00:00
3,JINPAO,JP2101-20250410001,2025-04-10 00:00:00,S091,560146,MKTS5,Y,2025-04-10 00:00:00
3,JINPAO,JP2101-20250410002,2025-04-10 00:00:00,S094,560146,MKTS5,Y,2025-04-10 00:00:00
3,JINPAO,JP2105-20191211002,2019-12-11 00:00:00,M049,550025,MKTS4,Y,2019-12-11 00:00:00
3,JINPAO,JP2104-20191023001,2019-10-23 00:00:00,F021,540052,MKTS2,Y,2019-10-23 00:00:00
3,JINPAO,JP2105-20210212001,2021-02-12 00:00:00,D003,550024,MKTS3,Y,2021-02-12 00:00:00
3,JINPAO,JP2105-20201112002,2020-11-12 00:00:00,C041,510043,MKTS1,Y,2020-11-12 00:00:00
3,JINPAO,JP2101-20210330001,2021-03-30 00:00:00,T021,560146,MKTS5,Y,2021-03-30 00:00:00
3,JINPAO,JP2106-20210517001,2021-05-17 00:00:00,S059,510043,MKTS2,Y,2021-05-17 00:00:00
3,JINPAO,JP2105-20210831002,2021-08-31 00:00:00,D003,490020,MKTS3,Y,2021-08-31 00:00:00
3,JINPAO,JP2106-20210901001,2021-09-01 00:00:00,A011,580128,MKTS2,Y,2021-09-01 00:00:00
3,JINPAO,JP2105-20210904001,2021-09-04 00:00:00,H025,550024,MKTS3,Y,2021-09-04 00:00:00
3,JINPAO,JP2106-20220511002,2022-05-11 00:00:00,F037,640373,MKTS2,Y,2022-05-11 00:00:00
3,JINPAO,JP2108-20220617001,2022-06-17 00:00:00,N018,580128,MKTS2,Y,2022-06-17 00:00:00
3,JINPAO,JP2101-20221012001,2022-10-12 00:00:00,E016,560146,MKTS5,Y,2022-10-12 00:00:00
3,JINPAO,JP2101-20250225001,2025-02-25 00:00:00,S084,560146,MKTS5,Y,2025-02-25 00:00:00
3,JINPAO,JP2101-20241022001,2024-10-22 00:00:00,E016,560146,MKTS5,Y,2024-10-22 00:00:00
3,JINPAO,JP2106-20180227002,2018-02-27 00:00:00,F035,600395,MKTS2,Y,2018-02-27 00:00:00
3,JINPAO,JP2105-20180605004,2018-06-05 00:00:00,D003,500038,MKTS3,Y,2018-06-05 00:00:00
3,JINPAO,JP2105-20180531004,2018-05-31 00:00:00,D003,500038,MKTS3,Y,2018-05-31 00:00:00
3,JINPAO,JP2103-20180625002,2018-06-25 00:00:00,M016,510043,MKTS1,Y,2018-06-25 00:00:00
3,JINPAO,JP2105-20180801002,2018-08-01 00:00:00,L003,580070,MKTS2,Y,2018-08-01 00:00:00
3,JINPAO,JP2105-20180911002,2018-09-11 00:00:00,R007,550025,MKTS4,Y,2018-09-11 00:00:00
3,JINPAO,JP2101-20190108003,2019-01-08 00:00:00,T026,540071,MKTS5,Y,2019-01-08 00:00:00
3,JINPAO,JP2106-20190807003,2019-08-07 00:00:00,F037,550040,MKTS2,Y,2019-08-07 00:00:00
3,JINPAO,JP2105-20220301002,2022-03-01 00:00:00,C041,510017,MKTS1,Y,2022-03-01 00:00:00
3,JINPAO,JP2109-20220314001,2022-03-14 00:00:00,S008,510028,MKTS2,Y,2022-03-14 00:00:00
3,JINPAO,JP2106-20220402005,2022-04-02 00:00:00,A029,640004,MKTS4,Y,2022-04-02 00:00:00
3,JINPAO,JP2106-20220402006,2022-04-02 00:00:00,A029,640004,MKTS4,Y,2022-04-02 00:00:00
3,JINPAO,JP2106-20220514001,2022-05-14 00:00:00,C013,510043,MKTS2,Y,2022-05-14 00:00:00
3,JINPAO,JP2101-20221107004,2022-11-07 00:00:00,A027,650717,MKTS5,Y,2022-11-07 00:00:00
3,JINPAO,JP2101-20221111010,2022-11-11 00:00:00,A027,560146,MKTS5,Y,2022-11-11 00:00:00
3,JINPAO,JP2105-20230721001,2023-07-21 00:00:00,D003,490020,MKTS3,Y,2023-07-21 00:00:00
3,JINPAO,JP2105-20230131002,2023-01-31 00:00:00,A029,640004,MKTS4,Y,2023-01-31 00:00:00
3,JINPAO,JP2105-20231104001,2023-11-04 00:00:00,S024,640004,MKTS4,Y,2023-11-04 00:00:00
3,JINPAO,JP2105-20240426002,2024-04-26 00:00:00,S008,510028,MKTS2,Y,2024-04-26 00:00:00
3,JINPAO,JP2101-20240627001,2024-06-27 00:00:00,C024,650717,MKTS5,Y,2024-06-27 00:00:00
3,JINPAO,JP2105-20241209001,2024-12-09 00:00:00,S008,510043,MKTS2,Y,2024-12-09 00:00:00
3,JINPAO,JP2105-20241218004,2024-12-18 00:00:00,H025,550024,MKTS3,Y,2024-12-18 00:00:00
3,JINPAO,JP2104-20250315001,2025-03-15 00:00:00,F021,620070,MKTS2,Y,2025-03-15 00:00:00
3,JINPAO,JP2102-20171117001,2017-11-17 00:00:00,D003,500038,MKTS3,Y,2017-11-17 00:00:00
3,JINPAO,JP2105-20171117004,2017-11-17 00:00:00,D010,500038,MKTS3,Y,2017-11-17 00:00:00
3,JINPAO,JP2102-20171117002,2017-11-17 00:00:00,D006,500038,MKTS3,Y,2017-11-17 00:00:00
3,JINPAO,JP2105-20171117005,2017-11-17 00:00:00,D003,500038,MKTS3,Y,2017-11-17 00:00:00
3,JINPAO,JP2101-20180725002,2018-07-25 00:00:00,S008,560146,MKTS5,Y,2018-07-25 00:00:00
3,JINPAO,JP2106-20200429001,2020-04-29 00:00:00,R004,560071,MKTS1,Y,2020-04-29 00:00:00
3,JINPAO,JP2105-20200618001,2020-06-18 00:00:00,H025,550024,MKTS3,Y,2020-06-18 00:00:00
3,JINPAO,JP2105-20200810002,2020-08-10 00:00:00,D003,550024,MKTS3,Y,2020-08-10 00:00:00
3,JINPAO,JP2105-20210630001,2021-06-30 00:00:00,D003,490020,MKTS3,Y,2021-06-30 00:00:00
3,JINPAO,JP2105-20211108001,2021-11-08 00:00:00,L015,520035,MKTS4,Y,2021-11-08 00:00:00
3,JINPAO,JP2106-20211208002,2021-12-08 00:00:00,F035,510028,MKTS2,Y,2021-12-08 00:00:00
3,JINPAO,JP2105-20211223002,2021-12-23 00:00:00,F006,550024,MKTS3,Y,2021-12-23 00:00:00
3,JINPAO,JP2109-20211229001,2021-12-29 00:00:00,S008,640373,MKTS2,Y,2021-12-29 00:00:00
3,JINPAO,JP2106-20220324003,2022-03-24 00:00:00,J014,640373,MKTS2,Y,2022-03-24 00:00:00
3,JINPAO,JP2106-20230307001,2023-03-07 00:00:00,A020,510043,MKTS2,Y,2023-03-07 00:00:00
3,JINPAO,JP2105-20230330001,2023-03-30 00:00:00,D003,490020,MKTS3,Y,2023-03-30 00:00:00
3,JINPAO,JP2105-20230510001,2023-05-10 00:00:00,D001,490020,MKTS3,Y,2023-05-10 00:00:00
3,JINPAO,JP2101-20230524005,2023-05-24 00:00:00,S084,560146,MKTS5,Y,2023-05-24 00:00:00
3,JINPAO,JP2105-20230510002,2023-05-10 00:00:00,D003,490020,MKTS3,Y,2023-05-10 00:00:00
3,JINPAO,JP2107-20200424002,2020-04-24 00:00:00,F005,520035,MKTS4,Y,2020-04-24 00:00:00
3,JINPAO,JP2106-20220913001,2022-09-13 00:00:00,F025,560071,MKTS1,Y,2022-09-13 00:00:00
3,JINPAO,JP2106-20210802001,2021-08-02 00:00:00,S024,470013,MKTS4,Y,2021-08-02 00:00:00
3,JINPAO,JP2105-20230428001,2023-04-28 00:00:00,H025,610346,MKTS3,Y,2023-04-28 00:00:00
3,JINPAO,JP2105-20230428002,2023-04-28 00:00:00,H025,610346,MKTS3,Y,2023-04-28 00:00:00
3,JINPAO,JP2105-20230511001,2023-05-11 00:00:00,D001,490020,MKTS3,Y,2023-05-11 00:00:00
3,JINPAO,JP2106-20230725003,2023-07-25 00:00:00,J004,510017,MKTS1,Y,2023-07-25 00:00:00
3,JINPAO,JP2101-20231212001,2023-12-12 00:00:00,A027,650717,MKTS5,Y,2023-12-12 00:00:00
3,JINPAO,JP2107-20240216001,2024-02-16 00:00:00,S080,550025,MKTS4,Y,2024-02-16 00:00:00
3,JINPAO,JP2101-20240328001,2024-03-28 00:00:00,S063,650717,MKTS5,Y,2024-03-28 00:00:00
3,JINPAO,JP2104-20240502001,2024-05-02 00:00:00,A020,510043,MKTS2,Y,2024-05-02 00:00:00
3,JINPAO,JP2101-20240720001,2024-07-20 00:00:00,E012,560146,MKTS5,Y,2024-07-20 00:00:00
3,JINPAO,JP2101-20241130001,2024-11-30 00:00:00,S084,560146,MKTS5,Y,2024-11-30 00:00:00
3,JINPAO,JP2101-20241130002,2024-11-30 00:00:00,S092,560146,MKTS5,Y,2024-11-30 00:00:00
3,JINPAO,JP2101-20241130003,2024-11-30 00:00:00,S094,560146,MKTS5,Y,2024-11-30 00:00:00
3,JINPAO,JP2101-20250319001,2025-03-19 00:00:00,T068,650717,MKTS5,Y,2025-03-19 00:00:00
3,JINPAO,JP2109-20180605001,2018-06-05 00:00:00,S051,560146,MKTS5,Y,2018-06-05 00:00:00
3,JINPAO,JP2106-20180808003,2018-08-08 00:00:00,A020,580070,MKTS2,Y,2018-08-08 00:00:00
3,JINPAO,JP2104-20181220001,2018-12-20 00:00:00,F021,540052,MKTS2,Y,2018-12-20 00:00:00
3,JINPAO,JP2106-20190110001,2019-01-10 00:00:00,B001,510028,MKTS2,Y,2019-01-10 00:00:00
3,JINPAO,JP2101-20200210002,2020-02-10 00:00:00,T026,540071,MKTS5,Y,2020-02-10 00:00:00
3,JINPAO,JP2105-20200218002,2020-02-18 00:00:00,C013,540052,MKTS2,Y,2020-02-18 00:00:00
3,JINPAO,JP2105-20200811002,2020-08-11 00:00:00,D003,460005,MKTS3,Y,2020-08-11 00:00:00
3,JINPAO,JP2104-20201006001,2020-10-06 00:00:00,F021,540052,MKTS2,Y,2020-10-06 00:00:00
3,JINPAO,JP2101-20201109002,2020-11-09 00:00:00,C046,560146,MKTS5,Y,2020-11-09 00:00:00
3,JINPAO,JP2106-20210121002,2021-01-21 00:00:00,M046,510028,MKTS2,Y,2021-01-21 00:00:00
3,JINPAO,JP2107-20211207001,2021-12-07 00:00:00,C039,520035,MKTS4,Y,2021-12-07 00:00:00
3,JINPAO,JP2106-20220112002,2022-01-12 00:00:00,B001,510028,MKTS2,Y,2022-01-12 00:00:00
3,JINPAO,JP2106-20220118001,2022-01-18 00:00:00,F037,640373,MKTS2,Y,2022-01-18 00:00:00
3,JINPAO,JP2101-20220517001,2022-05-17 00:00:00,S077,560146,MKTS5,Y,2022-05-17 00:00:00
3,JINPAO,JP2109-20220720001,2022-07-20 00:00:00,S008,640373,MKTS2,Y,2022-07-20 00:00:00
3,JINPAO,JP2105-20220905005,2022-09-05 00:00:00,L015,640004,MKTS4,Y,2022-09-05 00:00:00
3,JINPAO,JP2106-20230206004,2023-02-06 00:00:00,C014,620070,MKTS2,Y,2023-02-06 00:00:00
3,JINPAO,JP2106-20191210002,2019-12-10 00:00:00,A020,580070,MKTS2,Y,2019-12-10 00:00:00
3,JINPAO,JP2106-20201027001,2020-10-27 00:00:00,F005,520035,MKTS4,Y,2020-10-27 00:00:00
3,JINPAO,JP2105-20220129003,2022-01-29 00:00:00,C014,510043,MKTS2,Y,2022-01-29 00:00:00
3,JINPAO,JP2105-20220129004,2022-01-29 00:00:00,C014,510043,MKTS2,Y,2022-01-29 00:00:00
3,JINPAO,JP2105-20220204001,2022-02-04 00:00:00,F006,550024,MKTS3,Y,2022-02-04 00:00:00
3,JINPAO,JP2106-20220330010,2022-03-30 00:00:00,A029,640004,MKTS4,Y,2022-03-30 00:00:00
3,JINPAO,JP2106-20220621005,2022-06-21 00:00:00,A020,510043,MKTS2,Y,2022-06-21 00:00:00
3,JINPAO,JP2106-20220621004,2022-06-21 00:00:00,A020,510043,MKTS2,Y,2022-06-21 00:00:00
3,JINPAO,JP2101-20220706002,2022-07-06 00:00:00,E012,560146,MKTS5,Y,2022-07-06 00:00:00
3,JINPAO,JP2101-20220706003,2022-07-06 00:00:00,E012,560146,MKTS5,Y,2022-07-06 00:00:00
3,JINPAO,JP2101-20220706004,2022-07-06 00:00:00,E012,560146,MKTS5,Y,2022-07-06 00:00:00
3,JINPAO,JP2101-20220706005,2022-07-06 00:00:00,E012,560146,MKTS5,Y,2022-07-06 00:00:00
3,JINPAO,JP2101-20220805001,2022-08-05 00:00:00,A027,560146,MKTS5,Y,2022-08-05 00:00:00
3,JINPAO,JP2105-20230504001,2023-05-04 00:00:00,H001,610346,MKTS3,Y,2023-05-04 00:00:00
3,JINPAO,JP2101-20230818001,2023-08-18 00:00:00,S063,560146,MKTS5,Y,2023-08-18 00:00:00
3,JINPAO,JP2105-20230906001,2023-09-06 00:00:00,D001,490020,MKTS3,D,2023-09-06 00:00:00
3,JINPAO,JP2105-20231026001,2023-10-26 00:00:00,D003,490020,MKTS3,Y,2023-10-26 00:00:00
3,JINPAO,JP2105-20231113002,2023-11-13 00:00:00,I005,550025,MKTS4,Y,2023-11-13 00:00:00
3,JINPAO,JP2101-20240208002,2024-02-08 00:00:00,A027,490027,MKTS5,N,2024-02-08 00:00:00
3,JINPAO,JP2105-20240318001,2024-03-18 00:00:00,D003,490020,MKTS3,Y,2024-03-18 00:00:00
3,JINPAO,JP2104-20240606001,2024-06-06 00:00:00,F021,620070,MKTS2,Y,2024-06-06 00:00:00
3,JINPAO,JP2106-20240718001,2024-07-18 00:00:00,S059,580128,MKTS2,Y,2024-07-18 00:00:00
3,JINPAO,JP2105-20241218002,2024-12-18 00:00:00,H025,550024,MKTS3,Y,2024-12-18 00:00:00
3,JINPAO,JP2101-20241222001,2024-12-22 00:00:00,S089,560146,MKTS5,Y,2024-12-22 00:00:00
3,JINPAO,JP2101-20241222002,2024-12-22 00:00:00,S091,560146,MKTS5,Y,2024-12-22 00:00:00
3,JINPAO,JP2101-20241222003,2024-12-22 00:00:00,S094,560146,MKTS5,Y,2024-12-22 00:00:00
3,JINPAO,JP2101-20250317002,2025-03-17 00:00:00,S095,650114,MKTS5,Y,2025-03-17 00:00:00
3,JINPAO,JP2105-20250327001,2025-03-27 00:00:00,I004,550025,MKTS4,Y,2025-03-27 00:00:00
3,JINPAO,JP2105-20180122001,2018-01-22 00:00:00,F007,550024,MKTS3,Y,2018-01-22 00:00:00
3,JINPAO,JP2106-20180830001,2018-08-30 00:00:00,C038,600395,MKTS2,Y,2018-08-30 00:00:00
3,JINPAO,JP2106-20181003003,2018-10-03 00:00:00,J008,510017,MKTS1,Y,2018-10-03 00:00:00
3,JINPAO,JP2106-20190604001,2019-06-04 00:00:00,F035,550040,MKTS2,Y,2019-06-04 00:00:00
3,JINPAO,JP2105-20200908001,2020-09-08 00:00:00,C041,510043,MKTS1,Y,2020-09-08 00:00:00
3,JINPAO,JP2106-20201020001,2020-10-20 00:00:00,J014,540052,MKTS2,Y,2020-10-20 00:00:00
3,JINPAO,JP2105-20201020001,2020-10-20 00:00:00,C014,540052,MKTS2,Y,2020-10-20 00:00:00
3,JINPAO,JP2105-20210416002,2021-04-16 00:00:00,I005,550025,MKTS4,Y,2021-04-16 00:00:00
3,JINPAO,JP2105-20210915001,2021-09-15 00:00:00,D003,490020,MKTS3,Y,2021-09-15 00:00:00
3,JINPAO,JP2101-20220111001,2022-01-11 00:00:00,A027,560146,MKTS5,Y,2022-01-11 00:00:00
3,JINPAO,JP2105-20220113001,2022-01-13 00:00:00,F005,520035,MKTS4,Y,2022-01-13 00:00:00
3,JINPAO,JP2105-20220113002,2022-01-13 00:00:00,F005,520035,MKTS4,Y,2022-01-13 00:00:00
3,JINPAO,JP2105-20220223002,2022-02-23 00:00:00,F005,520035,MKTS4,Y,2022-02-23 00:00:00
3,JINPAO,JP2104-20250203001,2025-02-03 00:00:00,F021,620070,MKTS2,Y,2025-02-03 00:00:00
3,JINPAO,JP2105-20230222002,2023-02-22 00:00:00,S024,640004,MKTS4,Y,2023-02-22 00:00:00
3,JINPAO,JP2101-20230518001,2023-05-18 00:00:00,T068,560146,MKTS5,Y,2023-05-18 00:00:00
3,JINPAO,JP2101-20240318001,2024-03-18 00:00:00,S062,650717,MKTS5,Y,2024-03-18 00:00:00
3,JINPAO,JP2101-20240318002,2024-03-18 00:00:00,S062,650717,MKTS5,Y,2024-03-18 00:00:00
3,JINPAO,JP2105-20250304001,2025-03-04 00:00:00,H001,550024,MKTS3,Y,2025-03-04 00:00:00
3,JINPAO,JP2102-20171121001,2017-11-21 00:00:00,D006,500038,MKTS3,Y,2017-11-21 00:00:00
3,JINPAO,JP2101-20180815002,2018-08-15 00:00:00,C024,540071,MKTS5,Y,2018-08-15 00:00:00
3,JINPAO,JP2106-20181031001,2018-10-31 00:00:00,F035,600395,MKTS2,Y,2018-10-31 00:00:00
3,JINPAO,JP2106-20181031002,2018-10-31 00:00:00,F037,600395,MKTS2,Y,2018-10-31 00:00:00
3,JINPAO,JP2101-20190326001,2019-03-26 00:00:00,S062,560146,MKTS5,Y,2019-03-26 00:00:00
3,JINPAO,JP2101-20190326002,2019-03-26 00:00:00,S062,560146,MKTS5,Y,2019-03-26 00:00:00
3,JINPAO,JP2106-20190823001,2019-08-23 00:00:00,F037,550040,MKTS2,Y,2019-08-23 00:00:00
3,JINPAO,JP2106-20190823009,2019-08-23 00:00:00,A020,580070,MKTS2,Y,2019-08-23 00:00:00
3,JINPAO,JP2106-20191030001,2019-10-30 00:00:00,A011,580070,MKTS2,Y,2019-10-30 00:00:00
3,JINPAO,JP2106-20200213002,2020-02-13 00:00:00,F037,550040,MKTS2,Y,2020-02-13 00:00:00
3,JINPAO,JP2106-20200227001,2020-02-27 00:00:00,A007,550040,MKTS2,Y,2020-02-27 00:00:00
3,JINPAO,JP2106-20200413002,2020-04-13 00:00:00,F037,550040,MKTS2,Y,2020-04-13 00:00:00
3,JINPAO,JP2105-20201124002,2020-11-24 00:00:00,C048,550025,MKTS4,Y,2020-11-24 00:00:00
3,JINPAO,JP2106-20210601002,2021-06-01 00:00:00,F035,510028,MKTS2,Y,2021-06-01 00:00:00
3,JINPAO,JP2106-20210601003,2021-06-01 00:00:00,J014,510028,MKTS2,Y,2021-06-01 00:00:00
3,JINPAO,JP2105-20210820002,2021-08-20 00:00:00,C001,550024,MKTS3,Y,2021-08-20 00:00:00
3,JINPAO,JP2105-20211213001,2021-12-13 00:00:00,H001,550024,MKTS3,Y,2021-12-13 00:00:00
3,JINPAO,JP2101-20220130004,2022-01-30 00:00:00,A027,560146,MKTS5,Y,2022-01-30 00:00:00
3,JINPAO,JP2106-20230831001,2023-08-31 00:00:00,F005,520035,MKTS4,Y,2023-08-31 00:00:00
3,JINPAO,JP2106-20240301001,2024-03-01 00:00:00,M064,510017,MKTS1,Y,2024-03-01 00:00:00
3,JINPAO,JP2106-20240301002,2024-03-01 00:00:00,M064,510017,MKTS1,Y,2024-03-01 00:00:00
3,JINPAO,JP2105-20240405002,2024-04-05 00:00:00,D003,490020,MKTS3,Y,2024-04-05 00:00:00
3,JINPAO,JP2101-20240422001,2024-04-22 00:00:00,R010,650717,MKTS5,Y,2024-04-22 00:00:00
3,JINPAO,JP2105-20171117003,2017-11-17 00:00:00,D003,500038,MKTS3,Y,2017-11-17 00:00:00
3,JINPAO,JP2101-20180607001,2018-06-07 00:00:00,C024,560146,MKTS5,Y,2018-06-07 00:00:00
3,JINPAO,JP2101-20180607002,2018-06-07 00:00:00,E012,560146,MKTS5,Y,2018-06-07 00:00:00
3,JINPAO,JP2106-20180619002,2018-06-19 00:00:00,A020,580070,MKTS2,Y,2018-06-19 00:00:00
3,JINPAO,JP2106-20181019001,2018-10-19 00:00:00,F032,510028,MKTS2,Y,2018-10-19 00:00:00
3,JINPAO,JP2105-20181228004,2018-12-28 00:00:00,C001,550024,MKTS3,Y,2018-12-28 00:00:00
3,JINPAO,JP2105-20190123005,2019-01-23 00:00:00,S008,560146,MKTS5,Y,2019-01-23 00:00:00
3,JINPAO,JP2105-20190125002,2019-01-25 00:00:00,D003,500038,MKTS3,Y,2019-01-23 00:00:00
3,JINPAO,JP2107-20190621002,2019-06-21 00:00:00,N014,540052,MKTS2,Y,2019-06-21 00:00:00
3,JINPAO,JP2101-20200131001,2020-01-31 00:00:00,S061,560146,MKTS5,Y,2020-01-31 00:00:00
3,JINPAO,JP2101-20200407001,2020-04-07 00:00:00,T050,560146,MKTS5,Y,2020-04-07 00:00:00
3,JINPAO,JP2106-20201217001,2020-12-17 00:00:00,P012,470013,MKTS4,Y,2020-12-17 00:00:00
3,JINPAO,JP2105-20210223001,2021-02-23 00:00:00,F005,520035,MKTS4,Y,2021-02-23 00:00:00
3,JINPAO,JP2105-20210223002,2021-02-23 00:00:00,L015,520035,MKTS4,Y,2021-02-23 00:00:00
3,JINPAO,JP2105-20210323001,2021-03-23 00:00:00,S036,490020,MKTS3,Y,2021-04-01 00:00:00
3,JINPAO,JP2101-20210526001,2021-05-26 00:00:00,C024,560146,MKTS5,Y,2021-05-26 00:00:00
3,JINPAO,JP2101-20210526002,2021-05-26 00:00:00,S063,560146,MKTS5,Y,2021-05-26 00:00:00
3,JINPAO,JP2101-20210526003,2021-05-26 00:00:00,C024,560146,MKTS5,Y,2021-05-26 00:00:00
3,JINPAO,JP2105-20210929003,2021-09-29 00:00:00,D003,490020,MKTS3,Y,2021-09-29 00:00:00
3,JINPAO,JP2106-20220621002,2022-06-21 00:00:00,J014,510028,MKTS2,Y,2022-06-21 00:00:00
3,JINPAO,JP2101-20220929002,2022-09-29 00:00:00,A027,560146,MKTS5,Y,2022-09-29 00:00:00
3,JINPAO,JP2105-20221202001,2022-12-02 00:00:00,L013,550025,MKTS4,Y,2022-12-02 00:00:00
3,JINPAO,JP2105-20221202002,2022-12-02 00:00:00,L015,550025,MKTS4,Y,2022-12-02 00:00:00
3,JINPAO,JP2106-20230131001,2023-01-31 00:00:00,C030,510017,MKTS1,Y,2023-01-31 00:00:00
3,JINPAO,JP2105-20231027001,2023-10-27 00:00:00,D003,490020,MKTS3,Y,2023-10-27 00:00:00
3,JINPAO,JP2101-20241112002,2024-11-12 00:00:00,T068,560146,MKTS5,Y,2024-11-12 00:00:00
3,JINPAO,JP2105-20241118001,2024-11-18 00:00:00,S080,550025,MKTS4,Y,2024-11-18 00:00:00
3,JINPAO,JP2105-20171224001,2017-12-24 00:00:00,C014,540052,MKTS2,Y,2017-12-24 00:00:00
3,JINPAO,JP2106-20230206003,2023-02-06 00:00:00,C014,620070,MKTS2,Y,2023-02-06 00:00:00
3,JINPAO,JP2106-20230206006,2023-02-06 00:00:00,C014,620070,MKTS2,Y,2023-02-06 00:00:00
3,JINPAO,JP2109-20231025001,2023-10-25 00:00:00,S008,510043,MKTS2,Y,2023-10-25 00:00:00
3,JINPAO,JP2101-20231220001,2023-12-20 00:00:00,A027,650717,MKTS5,Y,2023-12-20 00:00:00
3,JINPAO,JP2104-20240103001,2024-01-03 00:00:00,F021,620070,MKTS2,Y,2024-01-03 00:00:00
3,JINPAO,JP2105-20240103001,2024-01-03 00:00:00,L015,620070,MKTS2,Y,2024-01-03 00:00:00
3,JINPAO,JP2101-20241203001,2024-12-03 00:00:00,A033,650114,MKTS5,Y,2024-12-03 00:00:00
3,JINPAO,JP2106-20170926001,2017-09-26 00:00:00,J004,520005,MKTS1,Y,2017-09-26 00:00:00
3,JINPAO,JP2106-20171014001,2017-10-14 00:00:00,S008,560146,MKTS5,Y,2017-10-14 00:00:00
3,JINPAO,JP2109-20171201001,2017-12-01 00:00:00,S008,560146,MKTS5,Y,2017-12-01 00:00:00
3,JINPAO,JP2105-20171201001,2017-12-01 00:00:00,S008,560146,MKTS5,Y,2017-12-01 00:00:00
3,JINPAO,JP2106-20180329001,2018-03-29 00:00:00,B001,510028,MKTS2,Y,2018-03-29 00:00:00
3,JINPAO,JP2106-20180511003,2018-05-11 00:00:00,F005,520035,MKTS4,Y,2018-05-11 00:00:00
3,JINPAO,JP2106-20180511004,2018-05-11 00:00:00,F005,520035,MKTS4,Y,2018-05-11 00:00:00
3,JINPAO,JP2104-20190418001,2019-04-18 00:00:00,F023,580070,MKTS2,Y,2019-04-18 00:00:00
3,JINPAO,JP2105-20190123009,2019-01-23 00:00:00,S008,560146,MKTS5,Y,2019-01-23 00:00:00
3,JINPAO,JP2104-20190418002,2019-04-18 00:00:00,F023,580070,MKTS2,Y,2019-04-18 00:00:00
3,JINPAO,JP2101-20190923001,2019-09-23 00:00:00,T029,540071,MKTS5,Y,2019-09-23 00:00:00
3,JINPAO,JP2105-20200207002,2020-02-07 00:00:00,N014,620568,MKTS2,Y,2020-02-07 00:00:00
3,JINPAO,JP2105-20200207003,2020-02-07 00:00:00,N014,620568,MKTS2,Y,2020-02-07 00:00:00
3,JINPAO,JP2106-20210202001,2021-02-02 00:00:00,C014,540071,MKTS2,Y,2021-02-02 00:00:00
3,JINPAO,JP2101-20220105002,2022-01-05 00:00:00,T021,560146,MKTS5,Y,2022-01-05 00:00:00
3,JINPAO,JP2101-20220105003,2022-01-05 00:00:00,T021,560146,MKTS5,Y,2022-01-05 00:00:00
3,JINPAO,JP2106-20220708001,2022-07-08 00:00:00,A020,510043,MKTS2,Y,2022-07-08 00:00:00
